O.S;"
Status";Código;Descrição;Código;Descrição;Código;Descrição;"
Origem";"
Objeto";Código;Descrição;"
Modelo";Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;"Tempo de
Permanência(h)";Descrição da O.S
151922462;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101524;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;13/08/2024 11:30;0;SETOR-INJETOR  -  MODELO-BICOS INJETORES JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO 
151922463;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101506;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;13/08/2024 09:30;0;SETOR-INJETOR  -  MODELO-BICOS INJETORES JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO 
151922477;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;16/08/2024 11:30;172;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151922478;Cancelada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;19/08/2024 08:00;240,5;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151922480;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101523;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;22/08/2024 17:30;322;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151922481;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101519;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;22/08/2024 11:30;316;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151922483;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101520;John Deere CH670 1LRevamp;1613;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;16/08/2024 16:30;177;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151922484;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101524;John Deere CH670 2L Colhe;1191;11;Colhedora;;;09/08/2024 07:30;09/09/2024 17:30;16/08/2024 11:30;172;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 18 ENTALHADO  -  MANUTENÇÃO-REPARO COMPLETO  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-
151923286;Encerrada;20;Cent Recup Raízen CRR;53;CT RECUP PREV -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;4465201;John Deere CH570 1L Colhe;1219;11;Colhedora;;;12/08/2024 11:27;11/09/2024 17:00;21/08/2024 07:00;211,54;"CRR_RODANTE-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-DIAMANTE  -  COD-3008924  -  QTD-02**(Finalizada por CS075364)**
"
151923340;Encerrada;20;Cent Recup Raízen CRR;53;CT RECUP PREV -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;163660;John Deere CH950 2L Colhe;1462;11;Colhedora;;;12/08/2024 15:40;11/09/2024 17:00;11/10/2024 13:00;1.437,32;SETOR-RODANTE   -  MODELO-ESTEIRA CH 950 -  MANUTENÇÃO-COLAR NOVO/SAPATA NOVA-  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO-  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-BARRA -  COD-3008178 -  QTD-02**(Finaliza
151924397;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101526;John Deere CH670 2L Colhe;1191;11;Colhedora;;;12/08/2024 06:00;11/09/2024 17:00;16/08/2024 11:00;101;"SETOR-RODANTE   -  MODELO-ESTEIRA JD -  MANUTENÇÃO-GIRO-  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-SIM-  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-BARRA -  COD-3008924 -  QTD-02
**(Finalizada por CS113822)**
"
151924402;Encerrada;20;Cent Recup Raízen CRR;51;CT RECUP PREV - ORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101564;Colhe Case 9900 Austoft;1567;11;Colhedora;;;12/08/2024 06:00;11/09/2024 17:00;16/08/2024 10:49;0;"SETOR-RODANTE   -  MODELO-ESTEIRA CASE -  MANUTENÇÃO-GIRO-  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-SIM-  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  NF-N/A -  UNID-BARRA -  COD-3008924 -  QTD-02
**(Finalizada por CS113822)**
"
151926353;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72120;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;26/08/2024 16:30;249;SETOR-INJETOR  -  MODELO-BOMBA INJETORA JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  
151926383;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72120;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;20/08/2024 17:30;0;SETOR-INJETOR  -  MODELO-BICOS INJETORES JD CH670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO 
151926424;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;07/11/2024 17:00;2.001,50;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRÁULICA 5 CORPOS P350  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151926427;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72123;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;16/10/2024 17:00;1.473,50;SETOR-HIDRÁULICA  -  MODELO-BOMBA EXTRATOR PRIMÁRIO CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151926428;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;16/12/2024 11:30;2.932,00;SETOR-HIDRÁULICA  -  MODELO-BOMBA EXTRATOR PRIMÁRIO CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151926429;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101510;John Deere CH670 1LRevamp;1613;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;21/11/2024 17:00;2.337,50;SETOR-HIDRÁULICA  -  MODELO-BOMBA EXTRATOR PRIMÁRIO CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151926430;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;06/02/2025 17:20;4.185,83;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151926432;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101530;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;06/02/2025 11:25;4.179,92;SETOR-HIDRÁULICA  -  MODELO-BOMBA HIDRAULICA TRANSM. EIXO FINO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151926433;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101524;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;12/12/2024 16:30;2.841,00;SETOR-HIDRÁULICA  -  MODELO-BOMBA PISTÃO CH  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  N
151926434;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72120;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;09/09/2024 17:30;586;SETOR-HIDRÁULICA  -  MODELO-MOTOR TG CONICO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFORMAÇÃO  -  N
151926435;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;23/08/2024 11:30;172;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151926436;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101499;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 07:30;16/09/2024 07:30;02/09/2024 08:05;408,58;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151926516;Encerrada;20;Cent Recup Raízen CRR;40;CT RECUP RAÍZEN;11020;SUPER CENTRAL BARRA;Interna;Equipamento;81507;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 15:24;16/08/2024 15:24;02/09/2024 08:05;400,68;"SETOR-PCM  -  MOTIVO-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-BARRA  -  COD-3003296  -  QTD-01	VERBA MOTOR 81507 UNIVALEM 													**(Finalizada por CS271244)**
"
151926521;Encerrada;20;Cent Recup Raízen CRR;40;CT RECUP RAÍZEN;11020;SUPER CENTRAL BARRA;Interna;Equipamento;49587;John Deere CH670 2L Colhe;1191;11;Colhedora;;;16/08/2024 15:37;16/08/2024 15:37;02/09/2024 08:05;400,45;"SETOR-PCM  -  MOTIVO-ORDEM ABERTA PARA TRAVA DE VERBA (RC FAKE)  -  UNID-BARRA  -  COD-3003296  -  QTD-01														**(Finalizada por CS271244)**
"
151928836;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101512;John Deere CH670 2L Colhe;1191;11;Colhedora;;;20/08/2024 07:30;20/09/2024 07:30;22/08/2024 11:30;0;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151928837;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101530;John Deere CH670 2L Colhe;1191;11;Colhedora;;;20/08/2024 07:30;20/09/2024 07:30;30/08/2024 16:30;249;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO CHARLYN 18 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS
151928840;Encerrada;20;Cent Recup Raízen CRR;53;CT RECUP PREV -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;91513;John Deere 3522 2L Colhed;685;11;Colhedora;;;20/08/2024 07:30;20/09/2024 17:00;02/09/2024 08:05;312,58;"SETOR-PCM  -  MOTIVO-ORDEM ABERTA PARA RESERVA DE PEÇAS  -  UNID-BARRA  -  COD-3003293  -  QTD-01**(Finalizada por CS271244)**
"
151930261;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101522;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 07:30;23/09/2024 17:30;13/12/2024 16:30;2.697,00;SETOR-CAIXAS DE ENGRENAGENS  -  MODELO-CAIXA CORTE DE BASE DE 2 LINHAS  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-NORMAL  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -
151931014;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101524;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:35;23/09/2024 07:30;19/12/2024 11:30;2.829,91;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO TORTA DE FILTRO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM
151931018;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101519;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:36;23/09/2024 07:30;04/09/2024 15:00;289,38;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 18 ENTALHADO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM IN
151931019;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101518;John Deere CH670 1LRevamp;1613;11;Colhedora;;;23/08/2024 13:38;23/09/2024 07:30;04/09/2024 17:30;291,86;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO 24 CONICO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM INFOR
151931022;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101513;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:40;23/09/2024 07:30;04/09/2024 17:30;291,83;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151931023;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101524;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:41;23/09/2024 07:30;04/09/2024 16:00;290,31;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151931027;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117548;John Deere 3520 Colhedora;675;11;Colhedora;;;23/08/2024 13:42;23/09/2024 07:30;23/10/2024 10:00;1.460,29;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151931061;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;72123;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:43;23/09/2024 07:30;14/10/2024 11:30;1.245,78;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151931085;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117587;John Deere CH570 1L Colhe;1219;11;Colhedora;;;23/08/2024 13:43;23/09/2024 07:30;14/10/2024 17:30;1.251,77;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRAULICO EXTRATOR PRIMARIO  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-S
151931087;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;117587;John Deere CH570 1L Colhe;1219;11;Colhedora;;;23/08/2024 13:44;23/09/2024 07:30;06/01/2025 11:25;3.261,67;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO FACÃO PICADOR  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OBS-SEM I
151931088;Encerrada;20;Cent Recup Raízen CRR;52;CT RECUP  CORR -NORÇ;11020;SUPER CENTRAL BARRA;Interna;Equipamento;101531;John Deere CH670 2L Colhe;1191;11;Colhedora;;;23/08/2024 13:46;23/09/2024 07:30;21/10/2024 10:50;1.413,06;SETOR-HIDRÁULICA  -  MODELO-MOTOR HIDRÁULICO FACÃO PICADOR CH 670  -  MANUTENÇÃO-CORRETIVA  -  FALHA-SEM INFORMAÇÃO  -  TIPO-DEVOLVER  -  PRIORIDADE-URGENTE  -  MAPA-NÃO  -  STATUS-OPEX  -  HORÍMETRO-SEM INFORMAÇÃO  -  ÚLTIMA REVISÃO-SEM INFORMAÇÃO  -  OB
