O.S;;Código;Descrição;Código;Descrição;Código;Descrição;;;Código;Descrição;;Código;Descrição;Código;Descrição;Entrada;Saída Prevista;Saída;;Descrição da O.S
165529555;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no eixo dianteiro, trocar retentor  do semi eixo  LE, está com vazamento 8118060_1; 8118061_1  6031339_1; 8072952_1;8035182_1; 8139397_1 NECESSÁRIO REMOVER O PNEU DIANTEIRO E CALÇAR O EIXO COM CAVALETE.  LEVAR SOQUETE 90MM E TORQUIMETRO PARA APERTAR A PORCA DO CUBO APLICAR TORQUE 500-545N.M
"
165529557;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;1.219,29;"A_SS_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar mangueira de combustivel tanque/filtro caneca de vidro/filtro primário, está quebrada as travas 8138750_1; 8138764_1 frente 203  materail de os encerrada 
Material disponível na sala de aprovisionamento 
"
165529558;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;1.219,21;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar purificador de ar, está quebrado e borracha de vedação da linha de vácuo do sistema de limpeza do purificador de ar ao escapamento, está quebrada 8150436_1; 8174443_2; 8162187_2; 8129943_1; 8165112_1  frente 203
"
165529560;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;1.219,12;"A_VZ_P_MEC_1_1,00 - Inspeção realizada no sistema hidráulico, trocar mangueira do comando, está com vazamento na prensa 8146913_1 
"
165529561;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;1.219,04;"A_MT_P_MEC_1_2,00 - Inspeção realizada no motor, trocar respiro da tampa de válvula, está com vazamento        8194210_1; 8156732_1; 8126217_1; 8163419_1_6000089_2; 6000090_2; 8194198_1  SE POSSÍVEL PROGRAMAR JUNTO AO PLANO DE 90 (REGULAGEM DE VÁLVULA)   FRENTE 203
"
165529562;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102151;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2  implemento engatado no trator 61038 frente 203

"
165529563;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;61038;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_VZ_P_MEC_1,00_1 -  Inspeção realizada no sistema comando. Trocar reparo do comando, esta vazando.      8130009_3   8037627_3       
"
165529564;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102143;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2  implemento engatado no trator 100791 frente 203

"
165529567;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100791;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de motor diesel, trocar mangueiras de combustível entrada/saída do 1° filtro (caneca de vidro), estão com as travas quebradas  8138764_1; 8138750_1  frente 203
"
165529569;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100791;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_VZ_P_MEC_1_1,00 - Inspeção realizada no sistema da transmissão. Trocar o medidor de nível de oleo da transmissão .Está vazando 8130023_1. NECESÁRIO DRENAR ÓLEO DE TRANSMISSÃO frente 203 Material Disponivel na sala de aprovisionamento
"
165529574;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100777;Case Puma 230 4x4;1232;3;Trator de Pneu;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_OT_P_MEC_1_1,00 - Inspeção realizada no banco, trocar botão LD do banco, está danficado 8092631_1

"
165529575;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98293;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;02/08/2025 06:00;02/08/2025 06:01;;0;"A_MMT_P_MEC_1_1,00 - Inspeção realizada no motor diesel, trocar arruelas de vedação e tampa de abastecimento de óleo lubrificante, estão com vazamento 8150997_7; 8159588_1
"
165529660;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;101519;John Deere CH670 2L Colhe;1191;11;Colhedora;;;04/08/2025 06:00;04/08/2025 10:00;;0;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar palheta do para-brisa, esta com desgaste.   8159325_1  Material disponível na sala de aprovisionamento 

"
165529663;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;;;04/08/2025 06:00;04/08/2025 17:00;;0;"A_MT_P_MEC_1,00_1 - Inspeção realizada no motor diesel - trocar filtro diesel racor, bomba manual esta isolada 8137679_01
"
165529670;Andamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100454;John Deere 6110J;951;3;Trator de Pneu;;;04/08/2025 06:00;04/08/2025 17:00;;0;"A_MT_P_ELE_1,00_1 - Inspeção realizada no sistema eletrico - trocar Chave de partida e Interruptor de partida, partida com chave incorreta (  8094897_01(P5)8114046_01  NECESSARIO ELETRICISTA

 Material disponível na sala de Aprovisionamento  RETIRADO CLAUDEMAR BISPO 
"
165529671;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100454;John Deere 6110J;951;3;Trator de Pneu;;;04/08/2025 06:00;04/08/2025 17:00;;0;"A_OT_P_MEC_1,00_1 - Inspeção realizada na cabine - instalar alavanca de travamento da janela traseira, esta sem 8117879_01
"
165529675;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;117585;John Deere CH570 1L Colhe;1219;11;Colhedora;;;04/08/2025 06:00;04/08/2025 10:00;;1.056,46;"A_OT_P_MEC_1,00_1,00- Inspeção realizada no sistema do divisor. Trocar cilindro do levante do divisor L/D e L/E, esta vazando pelo reparo.  3008733_2         F-207

"
165529679;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;72122;John Deere CH670 2L Colhe;1191;11;Colhedora;;;04/08/2025 00:00;04/08/2025 10:00;;0;"A_OT_P_MEC_2,00_2,00 - Inspeção realizada no sistema de elevador; Trocar corrediças 4 e 5 furos L/E e L/D,estão gastas.      8154149_2   8154148_2  6008969_25   6011731_25  6001466_25
"
165530741;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102240;John Deere 8270R 4X4;784;3;Trator de Pneu;;;04/08/2025 06:00;04/08/2025 17:00;;0;"A_MT_P_MEC_0,10_1 - Inspeção realizada no motor diesel, trocar vareta de nivel do lubrificante no motor, está com vazamento de lubrificante 8112084_1   ENTREGAR PARA PREVENTIVA 
"
165531163;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102246;John Deere 7M230 4x4;1711;3;Trator de Pneu;;;05/08/2025 06:00;05/08/2025 06:01;;0;"A_VZ_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8106828_01 
"
165531170;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102247;John Deere 7M230 4x4;1711;3;Trator de Pneu;;;05/08/2025 06:00;05/08/2025 06:01;;0;"M_VZ_P_MEC_2_16 - Inspeção realizada no motor, corrigir vazamento na junta de carter, NECESSÁRIO RECOLHER O EQUIPAMENTO
"
165531171;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102180;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;05/08/2025 06:00;05/08/2025 06:01;;0;"A_SS_P_MEC_2_2,00 - Inspeção realizada no sistema hidráulico, trocar cilindro do tombo traseiro, está com A RÓTULA QUEBRADA 3011547_1 IMPLEMENTO ENGATADO NO TRATOR 102247 NECESSÁRIO CAMINHÃO MUNCK FRENTE 201
"
165531173;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102248;John Deere 7M230 4x4;1711;3;Trator de Pneu;;;05/08/2025 06:00;05/08/2025 06:01;;0;"A_VZ_P_MEC_0,10_1 - Inspeção realizada no motor diesel - trocar tampa do bocal de abastecimento de oleo no motor, esta danificada e não veda direito 8106828_01 
"
165531175;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102172;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;05/08/2025 06:00;05/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2  implemento engatado no trator 100782 frente 208
"
165531770;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106660;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;06/08/2025 06:00;06/08/2025 17:00;;0;"A_SS_P_MEC_1,00_1 - Inspeção realizada no cambão - trocar cambão, esta com a haste torta deviso esforço lateral e ocorreu o deformação plastica durante o reboque 8174967_01
"
165531778;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;;;06/08/2025 06:00;06/08/2025 17:00;;0;"A_SS_P_MEC_2,00_2 - Inspeção realizada no eixo dianteiro - Trocar rolamento do articulador L/D, esta com rolamento estourado 8141292_01 (MATERAIL RETIRADO POR  JONE PARA USAR  NA FROTA 102780) )8141270_01  8137285_02  (P5)8141314_01(MATERAIL RETIRADO POR  JONE PARA USAR  NA FROTA 102780) 8141271_01(P5)   8153614_01(P14)  8153590_01 (P5) 8153635_01(P5)  NECESSARIO CAMINHAO MUNCK  8108799_01 8123174_01 8135197_01  (MATERAIL RETIRADO POR  JONE PARA USAR  NA FROTA 102780) 
"
165531780;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;117584;John Deere CH570 1L Colhe;1219;11;Colhedora;;;06/08/2025 06:00;06/08/2025 10:00;;0;"A_OT_P_MEC_1,00_1,00- Inspeção realizada no sistema do divisor. Trocar cilindro do levante do divisor L/D e L/E, esta vazando pelo reparo.  3008733_2         F-207

"
165531783;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;;;06/08/2025 06:00;06/08/2025 17:00;;0;"A_MT_S_ELE_2,00_1 - Inspeção realizada no sistema eletrico - Revisar codigo de erro ativo ECU.2795.07 e 520715.05  Atuador do TGV não atinge posição esperada\nA ECU detecta uma divergência entre a posição desejada e a posição efetiva do\natuador do turbo. NECESSARIO ELETRICISTA ITEM DE CORRETIVA JA INFORMADO GESTOR PARA ENCAMINHAR ELETRICISTA
"
165531794;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;47718;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;06/08/2025 06:00;06/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, trocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2  implemento engatado no trator 100825  frente 208
"
165531795;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102177;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;06/08/2025 06:00;06/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, trocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2  implemento engatado no trator 100806  frente 208
"
165531796;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;06/08/2025 06:00;06/08/2025 17:00;;0;"A_MT_P_MEC_0,30_1 - Inspeção realizada no sistema de combustivel - trocar respiro do tanque de combustivel 8140273_01 8182846_01  8142344_01 , respiro atras da cabine do operador
"
165531909;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;123908;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada no sistema hidráulico, trocar cilindro do tombo traseiro, está com vazamento 3011547_1 IMPLEMENTO ENGATADO NO TRATOR 100796 NECESSÁRIO CAMINHÃO MUNCK FRENTE 210 
"
165531914;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;74954;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2 (P5) implemento engatado no trator 100760 frente 261
"
165531915;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;74953;Transbordo 4Eixo ATA21500;1325;33;Transbordo;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_SS_P_MEC_1_1,00 - Inspeção realizada na estrutura, colocar linga de segurança, está com linga danificada, está sem 8194388_1; 6045448_2(P5)  implemento engatado no trator 100765 frente 261
"
165531917;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;106666;Valtra BH 210I 4x4;1105;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_OT_P_MEC_2,00_1 - Inspeção realizada no sistema direção - Trocar terminal de direção L/D e L/E, esta com a coifa estourada eixo carraro 062330R1  8117421_02 
"
165531919;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;50929;Case Puma 230 4x4;1232;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_MT_P_MEC_1_1,00 - Inspeção realizada no motor, trocar mangueira do respiro do motor, está ressecada     6000089_2;  8194198_1     FRENTE 210 
"
165531922;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;14803022;Transbordo TMA VTX 14000;1355;33;Transbordo;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_VZ_P_MEC_2_2,00 - Inspeção realizada na estrutura, trocar cilindro de levante traseiro, está com vazamento crítico 3009854_1 NECESSÁRIO CAMINHÃO MUNCK  implemento engatado no trator 100774 frente 201
"
165531929;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/E, está com vazamento crítico,.3011407_1
"
165531930;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98414;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_OT_P_MEC_2_2,00 - Inspeção realizada no chassi, trocar suporte de fixação elástica LD do implemento ao chassi posicionado atras do puruficador de ar, suporte está trincado  8183349_1; 8187143_1; 8184689_1; 8155330_1; 8187153_1;8187144_1; 8155329_1;    
"
165531932;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102771;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/E, está com vazamento crítico,.3011407_1.
"
165531934;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_MT_P_MEC_0,10_1 - Inspeção realizada no tanque diesel - trocar tampa do tanque diesel, não esta vedando corretamente e com isso ocorre a entrada de terra no tanque 8186751_01
"
165531941;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98378;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"B_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL frente 208
"
165531944;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_SS_P_MEC_0,30_2 - Inspeção realizada no capô - instalar pino e trava do suporte do capô, esta com pino danificado e sem a trava com risco do capo cair durante a manutenção no motor diesel 8160028_01  8160037_02  8101246_01  8160043_01  8160025_01  8160012_01  8160011_01
"
165531945;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_MT_P_MEC_1_0,30 - Inspeção realizada no motor - trocar tensor de correia do compressor de ar pneumático, o atual está com folga 8138304_01 frente 203 
"
165531946;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_OT_P_MEC_1_1,00 - Inspeção realizada no sistema hidráulico, trocar mangueiras do sistema de direção (ligação do bloco de alumínio), estão ressecadas 8138291_1; 8138329_1; 8141595_2; 8130886_2
"
165531948;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;100818;Case Puma 230 4x4;1232;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_TR_P_MEC_2_2,00 - Inspeção realizada no sistema de transmissão, trocar tubulação de óleo da transmissão para o trocador de calor na parte frontal, está com mangueiras ressecadas 8139106_1;  8139107_1; 8155351_4 frente 208 
"
165531952;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"M_VZ_P_MEC_1,00_1 - Inspeção realizada no sistema hidráulico, trocar cilindro hidraulico traseiro do levante L/D, está vazando.3007258_1
"
165531953;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102772;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"M_MT_P_MEC_0,20_1 - Inspeção realizada no sistema admissao - trocar mangote superior da entrada na carcaça do purificador de ar externo L/E, esta danificada fica ao lado da tampa do filtro de ar externo 8142783_01 8149800_02
"
165531954;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98390;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_FR_P_MEC_2_2,00 - Inspeção realizada no sistema de freio, trocar catraca de regulagem do freio 2° eixo lado direito, ja foi regulado de modo automático e manual e não está funcinando 8184825_1
"
165531983;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"M_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 2° eixo traseiro, LD   está próximo ao limite preventivo conforme POP.AGR.MANT.0041    4_8113604, 100_6012109; 3015606_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA.   
"
165531984;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98416;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_FR_P_MEC_2_3,00 - Inspeção realizada sistema de freio. Trocar lonas de freio do 1° eixo traseiro, LD   está com a lona solta    4_8113604, 100_6012109; 3015606_2 NECESSÁRIO CALÇAR O EQUIPAMENTO.  APROVIONAMENTO, ENCAMINHAR MATERIAL PARA OFICINA FIXA REBITAR E DISPONIBILIZAR PARA PROGRAMAÇÃO EM PREVENTIVA PROGRAMADA.   
"
165532173;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102756;John Deere 8345R 4X4;1397;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/D está vazando pelo reparo. 3011351_1\n
"
165532175;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"M_MT_P_MEC_2,00_2 - Inspeção realizada no motor diesel - trocar bomba d'agua e termostato, esta vazando 8084972_01 8072670_01 8140060_01 8187431_01  8111391_01
"
165532176;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"B_VZ_P_MEC_32,00_2 - Inspeção realizada no eixo dianteiro - Trocar vedação e luvas do eixo de entrada, eixo de entrada da tração do diferencial dianteiro esta com vazamento devido falta de lubrificação 8144970_1; 8144881_1; 8144954_1; 8144882_2; 8144940_1; 8149579_1; 8149616_1; 8149617_1; 8149822_1; 8122265_1; 8132640_1; 8107553_1; 8150037_2; 8152595_1; 8150036_1 eixo NECESSARIO RECOLHER O TRATOR POIS DEVE SER RETIRADO O DIFERENCIAL\n
"
165532187;Liberado para Programação;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71895;John Deere 8345R 4X4;1397;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_VZ_S_ELE_2,00_1 - Inspeção realizada na cabine - Revisar ar condicionado, não esta gelando item de check list  NECESSARIO ELETRICISTA
"
165532197;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_TR_P_MEC_1,00_1 - Inspeção realizada no sistema de direção - trocar pino da base do cilindro hidraulico de direção L/D, o atual não esta assentando corretamento no local  8146735_01 8155070_02  8158383_01 
"
165532200;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;71896;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_VZ_P_MEC_1,00_1 - Inspeção realizada no eixo dianteiro, trocar cilindro de direção L/E  e L/D, está com vazamento.3011407_1  3011501_01
"
165532205;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;102775;John Deere 8270R 4X4;784;3;Trator de Pneu;;;07/08/2025 06:00;07/08/2025 17:00;;0;"A_SS_P_MEC_0,30_1 - Inspeção realizada no eixo dianteiro - Instalar parafuso limitador da roda dianteira L/D, esta sem e o item limita o angulo de abertura da roda 8159543_01 

"
165532218;Aprovisionamento;5;Preventiva Condicional;27;INSPEÇÃO SENSITIVA;11002;OFICINA CAMPO;Campo;Equipamento;98404;MB Axor3131 8x4 Trans.CCT;1418;48;Caminhão Transbordo CCT;;;07/08/2025 06:00;07/08/2025 06:01;;0;"A_OT_P_MEC_1_2,00 - Inspeção realizada na cabine, Trocar borracha do degrau da escada de acesso a cabine  LD, está rachado  8149861_1;  8153620_1   
"
